InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
554267,45958B,RED MUG,50,2011-10-25 13:30:00,96.45,15450,United Kingdom
554268,54425C,CLOCK,45,2011-10-25 14:00:00,73.63,14054,France
554269,11737A,NOTEBOOK,44,2011-10-25 14:30:00,121.95,16518,Italy
554270,57655A,NOTEBOOK,5,2011-10-25 15:00:00,136.98,14708,Netherlands
554271,33812B,GIFT BAG,21,2011-10-25 15:30:00,37.79,16418,Italy
554272,27589C,NOTEBOOK,46,2011-10-25 16:00:00,88.0,17582,Portugal
554273,57186A,RED MUG,38,2011-10-25 16:30:00,36.41,13435,Spain
554274,11909C,PHOTO FRAME,17,2011-10-25 17:00:00,89.62,14829,Norway
554275,92584C,WATER BOTTLE,21,2011-10-25 17:30:00,62.23,14446,Portugal
554276,49949C,WATER BOTTLE,14,2011-10-25 18:00:00,23.34,17814,Portugal
554277,51375A,RED MUG,18,2011-10-25 18:30:00,78.23,16850,Germany
554278,11747C,CLOCK,14,2011-10-25 19:00:00,29.9,16757,United Kingdom
554279,19491A,CLOCK,28,2011-10-25 19:30:00,43.98,15229,Netherlands
554280,74357A,NOTEBOOK,37,2011-10-25 20:00:00,106.82,17005,Italy
554281,13179B,TOY CAR,32,2011-10-25 20:30:00,49.22,16483,Portugal
554282,94460B,RED MUG,2,2011-10-25 21:00:00,68.07,13654,Germany
554283,53456B,WHITE MUG,37,2011-10-25 21:30:00,85.82,16696,United Kingdom
554284,84971A,WHITE MUG,3,2011-10-25 22:00:00,31.83,15887,Australia
554285,83930A,RED MUG,19,2011-10-25 22:30:00,43.97,16883,Portugal
554286,68859C,WATER BOTTLE,1,2011-10-25 23:00:00,135.39,17766,Italy
554287,27688B,GIFT BAG,15,2011-10-25 23:30:00,68.7,17129,Germany
554288,69490A,WATER BOTTLE,28,2011-10-26 00:00:00,77.2,14293,Norway
554289,67019B,PHOTO FRAME,46,2011-10-26 00:30:00,9.68,13862,Netherlands
554290,41339B,CLOCK,12,2011-10-26 01:00:00,102.13,14247,Norway
554291,81157C,PHOTO FRAME,45,2011-10-26 01:30:00,72.68,17034,Italy
554292,77844B,BLUE PEN,20,2011-10-26 02:00:00,104.04,13038,Italy
554293,75693C,WATER BOTTLE,24,2011-10-26 02:30:00,140.54,13109,United Kingdom
554294,96858B,WHITE MUG,23,2011-10-26 03:00:00,134.32,12573,Germany
554295,38533A,BLUE PEN,12,2011-10-26 03:30:00,65.07,12479,Australia
554296,40835C,TOY CAR,40,2011-10-26 04:00:00,31.67,17955,Netherlands
554297,89206C,GIFT BAG,29,2011-10-26 04:30:00,147.04,17758,France
554298,46499C,WATER BOTTLE,47,2011-10-26 05:00:00,92.48,13877,Portugal
554299,18249B,PHOTO FRAME,33,2011-10-26 05:30:00,56.75,17551,Italy
554300,94272C,NOTEBOOK,22,2011-10-26 06:00:00,117.64,12547,Spain
554301,91855C,PHOTO FRAME,36,2011-10-26 06:30:00,49.35,15862,United Kingdom
554302,55488C,BLUE PEN,29,2011-10-26 07:00:00,62.44,18196,Belgium
554303,11934A,GIFT BAG,7,2011-10-26 07:30:00,42.85,17840,Norway
554304,11737A,TOY CAR,26,2011-10-26 08:00:00,128.15,15760,Netherlands
554305,74791B,BLUE PEN,15,2011-10-26 08:30:00,146.06,15680,Belgium
554306,51505A,WATER BOTTLE,46,2011-10-26 09:00:00,74.33,16897,Germany
554307,15063A,BLUE PEN,40,2011-10-26 09:30:00,27.57,14885,Australia
554308,28038B,RED MUG,22,2011-10-26 10:00:00,120.03,17501,Portugal
554309,11731A,WATER BOTTLE,25,2011-10-26 10:30:00,98.29,16838,Netherlands
554310,49705C,PHOTO FRAME,48,2011-10-26 11:00:00,83.76,12455,Portugal
554311,92411C,NOTEBOOK,7,2011-10-26 11:30:00,13.15,17293,Spain
554312,93848B,CLOCK,45,2011-10-26 12:00:00,66.7,17597,Germany
554313,59476A,NOTEBOOK,25,2011-10-26 12:30:00,17.43,16611,Portugal
554314,69754B,BLUE PEN,28,2011-10-26 13:00:00,127.98,14939,Australia
554315,94365C,BLUE PEN,6,2011-10-26 13:30:00,115.6,15406,Australia
554316,17998C,BLUE PEN,3,2011-10-26 14:00:00,39.77,12623,United Kingdom
554317,87053C,WHITE MUG,8,2011-10-26 14:30:00,125.31,12366,Italy
554318,38469B,PHOTO FRAME,16,2011-10-26 15:00:00,101.92,12760,Portugal
554319,35519A,BLUE PEN,30,2011-10-26 15:30:00,20.9,15714,Portugal
554320,67066A,CANDLE,25,2011-10-26 16:00:00,106.98,16347,Australia
554321,25059A,BLUE PEN,14,2011-10-26 16:30:00,58.79,18262,Italy
554322,69649C,BLUE PEN,37,2011-10-26 17:00:00,130.66,15746,Australia
554323,87772B,RED MUG,22,2011-10-26 17:30:00,9.16,17903,Netherlands
554324,73207C,PHOTO FRAME,4,2011-10-26 18:00:00,38.68,16679,Belgium
554325,19175A,WATER BOTTLE,5,2011-10-26 18:30:00,97.55,14595,Spain
554326,32887C,RED MUG,4,2011-10-26 19:00:00,58.87,12935,Germany
554327,39132A,CANDLE,42,2011-10-26 19:30:00,94.88,12676,United Kingdom
554328,92887A,BLUE PEN,34,2011-10-26 20:00:00,49.7,12410,Australia
554329,92425C,GIFT BAG,21,2011-10-26 20:30:00,52.87,14640,France
554330,83807B,TOY CAR,13,2011-10-26 21:00:00,30.29,14910,Spain
554331,50668A,CLOCK,7,2011-10-26 21:30:00,69.5,17965,Germany
554332,23460A,CANDLE,41,2011-10-26 22:00:00,97.4,16321,Italy
554333,42763A,BLUE PEN,23,2011-10-26 22:30:00,125.4,16588,Italy
554334,35264A,NOTEBOOK,15,2011-10-26 23:00:00,4.76,15826,Norway
554335,93456B,NOTEBOOK,29,2011-10-26 23:30:00,98.43,17423,Norway
554336,43762C,RED MUG,29,2011-10-27 00:00:00,37.9,14871,United Kingdom
554337,75848B,RED MUG,36,2011-10-27 00:30:00,129.13,17021,Australia
554338,35562B,CANDLE,12,2011-10-27 01:00:00,72.43,13166,Norway
554339,52414A,WHITE MUG,26,2011-10-27 01:30:00,76.7,15370,Italy
554340,76444C,NOTEBOOK,15,2011-10-27 02:00:00,136.91,17483,Australia
554341,63407A,CANDLE,32,2011-10-27 02:30:00,1.0,17089,Norway
554342,93643B,GIFT BAG,50,2011-10-27 03:00:00,133.38,13505,Germany
554343,68801C,WHITE MUG,3,2011-10-27 03:30:00,125.34,13121,Portugal
554344,44379A,WHITE MUG,8,2011-10-27 04:00:00,58.59,17553,Germany
554345,49338C,WHITE MUG,4,2011-10-27 04:30:00,83.96,15858,Spain
554346,72260C,PHOTO FRAME,29,2011-10-27 05:00:00,58.16,17460,Germany
554347,23092A,RED MUG,3,2011-10-27 05:30:00,58.71,13646,Spain
554348,40194B,WATER BOTTLE,23,2011-10-27 06:00:00,132.49,14912,France
554349,56532A,TOY CAR,3,2011-10-27 06:30:00,25.68,17204,Germany
554350,50023C,CANDLE,32,2011-10-27 07:00:00,118.9,14213,Germany
554351,76559C,WHITE MUG,50,2011-10-27 07:30:00,96.6,15443,Spain
554352,25957C,CLOCK,18,2011-10-27 08:00:00,140.01,17894,Belgium
554353,32133B,GIFT BAG,21,2011-10-27 08:30:00,2.33,13758,France
554354,37871C,BLUE PEN,16,2011-10-27 09:00:00,4.04,13968,Italy
554355,71446A,WATER BOTTLE,28,2011-10-27 09:30:00,59.53,14664,Netherlands
554356,82987B,CANDLE,10,2011-10-27 10:00:00,64.41,13072,Portugal
554357,10764A,RED MUG,46,2011-10-27 10:30:00,25.48,13183,Netherlands
554358,20235A,TOY CAR,41,2011-10-27 11:00:00,131.52,14230,Belgium
554359,12189C,RED MUG,30,2011-10-27 11:30:00,139.03,15306,Portugal
554360,15646B,PHOTO FRAME,13,2011-10-27 12:00:00,131.08,12836,Norway
554361,91977C,BLUE PEN,16,2011-10-27 12:30:00,60.72,16635,Belgium
554362,64761B,WATER BOTTLE,40,2011-10-27 13:00:00,13.95,16518,United Kingdom
554363,22679A,PHOTO FRAME,12,2011-10-27 13:30:00,36.26,18017,Germany
554364,54545C,CLOCK,11,2011-10-27 14:00:00,96.54,17581,Italy
554365,51836C,WATER BOTTLE,16,2011-10-27 14:30:00,67.11,16398,Australia
554366,85996C,GIFT BAG,49,2011-10-27 15:00:00,145.33,13226,Australia
554367,29266A,NOTEBOOK,26,2011-10-27 15:30:00,31.73,13269,Portugal
554368,54644C,RED MUG,50,2011-10-27 16:00:00,55.95,17104,France
554369,72384C,WATER BOTTLE,37,2011-10-27 16:30:00,126.18,12531,Australia
554370,97045C,TOY CAR,38,2011-10-27 17:00:00,27.71,14252,Spain
554371,15979B,NOTEBOOK,18,2011-10-27 17:30:00,87.76,16249,Germany
554372,75277C,WHITE MUG,40,2011-10-27 18:00:00,135.36,16657,France
554373,64217A,CLOCK,23,2011-10-27 18:30:00,119.91,15999,Spain
554374,73568B,CANDLE,41,2011-10-27 19:00:00,10.36,12771,France
554375,11829C,GIFT BAG,33,2011-10-27 19:30:00,29.12,15236,Netherlands
554376,95468A,RED MUG,35,2011-10-27 20:00:00,123.87,15716,France
554377,11195B,PHOTO FRAME,45,2011-10-27 20:30:00,111.96,16905,Germany
554378,31339B,WHITE MUG,43,2011-10-27 21:00:00,6.9,16307,Portugal
554379,89868C,WATER BOTTLE,29,2011-10-27 21:30:00,87.48,18149,Italy
554380,92470A,CLOCK,37,2011-10-27 22:00:00,12.27,14824,Portugal
554381,24253A,PHOTO FRAME,23,2011-10-27 22:30:00,61.63,16073,Spain
554382,44453A,PHOTO FRAME,49,2011-10-27 23:00:00,125.07,13437,Netherlands
554383,47924A,NOTEBOOK,27,2011-10-27 23:30:00,75.38,16242,Italy
554384,90989C,WATER BOTTLE,29,2011-10-28 00:00:00,16.1,12348,Italy
554385,89571C,RED MUG,9,2011-10-28 00:30:00,70.55,12409,United Kingdom
554386,55187B,GIFT BAG,33,2011-10-28 01:00:00,18.31,15741,Germany
554387,88871B,WHITE MUG,25,2011-10-28 01:30:00,147.65,17307,Norway
554388,97666B,TOY CAR,23,2011-10-28 02:00:00,0.53,13399,Italy
554389,89965C,WATER BOTTLE,1,2011-10-28 02:30:00,63.85,15894,Italy
554390,26398B,CLOCK,4,2011-10-28 03:00:00,112.33,16744,France
554391,81103A,CLOCK,50,2011-10-28 03:30:00,3.85,15888,Australia
554392,99301B,TOY CAR,15,2011-10-28 04:00:00,71.33,15037,Netherlands
554393,91989A,CANDLE,26,2011-10-28 04:30:00,109.95,12841,Australia
554394,37347A,GIFT BAG,13,2011-10-28 05:00:00,69.22,12910,Spain
554395,53760B,WATER BOTTLE,24,2011-10-28 05:30:00,2.21,13594,United Kingdom
554396,89242A,GIFT BAG,25,2011-10-28 06:00:00,103.51,13381,Italy
554397,68632C,CANDLE,9,2011-10-28 06:30:00,123.33,14481,France
554398,91938C,NOTEBOOK,22,2011-10-28 07:00:00,54.98,14824,Spain
554399,19506B,CANDLE,22,2011-10-28 07:30:00,88.93,12665,Belgium
554400,46351B,PHOTO FRAME,28,2011-10-28 08:00:00,98.44,16063,Netherlands
554401,46120C,CANDLE,9,2011-10-28 08:30:00,30.63,15014,Belgium
554402,33994B,TOY CAR,26,2011-10-28 09:00:00,34.35,16117,Norway
554403,40358C,BLUE PEN,46,2011-10-28 09:30:00,76.19,15021,France
554404,93454A,WHITE MUG,48,2011-10-28 10:00:00,147.57,13751,Germany
554405,80314A,GIFT BAG,10,2011-10-28 10:30:00,145.34,12915,Norway
554406,86174C,RED MUG,12,2011-10-28 11:00:00,34.63,14472,Norway
554407,83952C,WHITE MUG,10,2011-10-28 11:30:00,39.15,15268,Netherlands
554408,79751C,GIFT BAG,29,2011-10-28 12:00:00,7.92,14498,Germany
554409,99035A,BLUE PEN,21,2011-10-28 12:30:00,126.35,13404,Norway
554410,73972B,WHITE MUG,1,2011-10-28 13:00:00,139.49,14976,United Kingdom
554411,97789C,PHOTO FRAME,3,2011-10-28 13:30:00,131.94,14863,Portugal
554412,18424C,WATER BOTTLE,24,2011-10-28 14:00:00,45.55,13180,Italy
554413,61666B,BLUE PEN,11,2011-10-28 14:30:00,88.54,15517,Norway
554414,72127B,PHOTO FRAME,35,2011-10-28 15:00:00,7.21,14991,Australia
554415,27005C,BLUE PEN,50,2011-10-28 15:30:00,110.5,13502,Spain
554416,30430B,CLOCK,21,2011-10-28 16:00:00,81.34,18096,France
554417,19711C,RED MUG,48,2011-10-28 16:30:00,100.95,17917,Netherlands
554418,83865C,TOY CAR,17,2011-10-28 17:00:00,89.07,15218,Australia
554419,53556B,CLOCK,25,2011-10-28 17:30:00,32.7,13371,Australia
554420,46539B,TOY CAR,33,2011-10-28 18:00:00,90.79,13783,Australia
554421,33843C,RED MUG,23,2011-10-28 18:30:00,27.14,13597,France
554422,78589C,BLUE PEN,18,2011-10-28 19:00:00,144.68,17252,Italy
554423,84271B,NOTEBOOK,28,2011-10-28 19:30:00,48.18,17350,Netherlands
554424,21218C,GIFT BAG,30,2011-10-28 20:00:00,6.25,13754,Portugal
554425,77430C,WATER BOTTLE,38,2011-10-28 20:30:00,146.0,16907,Norway
554426,47498C,GIFT BAG,49,2011-10-28 21:00:00,40.86,17143,Spain
554427,75031A,GIFT BAG,2,2011-10-28 21:30:00,37.21,15302,United Kingdom
554428,32177B,WATER BOTTLE,29,2011-10-28 22:00:00,147.77,14920,Italy
554429,26344B,GIFT BAG,11,2011-10-28 22:30:00,95.61,18037,Norway
554430,73857B,TOY CAR,45,2011-10-28 23:00:00,71.33,15595,Germany
554431,56771B,BLUE PEN,11,2011-10-28 23:30:00,36.11,16008,Spain
554432,56325B,GIFT BAG,8,2011-10-29 00:00:00,41.29,17887,Belgium
554433,25207B,NOTEBOOK,35,2011-10-29 00:30:00,132.3,13344,United Kingdom
554434,19515A,TOY CAR,37,2011-10-29 01:00:00,1.18,14890,United Kingdom
554435,79496A,WHITE MUG,13,2011-10-29 01:30:00,140.74,12683,Norway
554436,85478B,BLUE PEN,45,2011-10-29 02:00:00,64.56,15033,Netherlands
554437,61326C,NOTEBOOK,31,2011-10-29 02:30:00,28.81,13631,Italy
554438,52752A,RED MUG,19,2011-10-29 03:00:00,19.22,12982,Belgium
554439,28959C,WHITE MUG,48,2011-10-29 03:30:00,75.7,15636,Portugal
554440,77791B,TOY CAR,18,2011-10-29 04:00:00,146.47,17588,Spain
554441,10052A,NOTEBOOK,11,2011-10-29 04:30:00,54.96,14116,Germany
554442,87763A,WHITE MUG,1,2011-10-29 05:00:00,22.67,16045,Belgium
554443,52803B,NOTEBOOK,29,2011-10-29 05:30:00,38.62,13092,United Kingdom
554444,82599C,TOY CAR,44,2011-10-29 06:00:00,72.74,13292,Belgium
554445,18558C,WHITE MUG,8,2011-10-29 06:30:00,66.58,12937,Portugal
554446,49357A,WHITE MUG,16,2011-10-29 07:00:00,30.61,18254,Italy
554447,20702A,TOY CAR,35,2011-10-29 07:30:00,100.82,16079,Germany
554448,39456B,CLOCK,45,2011-10-29 08:00:00,43.28,14861,Netherlands
554449,96229B,BLUE PEN,32,2011-10-29 08:30:00,44.99,15039,Portugal
554450,98453B,TOY CAR,39,2011-10-29 09:00:00,148.4,17517,Netherlands
554451,60865A,CANDLE,12,2011-10-29 09:30:00,19.34,17929,Australia
554452,91073C,BLUE PEN,27,2011-10-29 10:00:00,53.4,16555,Belgium
554453,98616B,CLOCK,17,2011-10-29 10:30:00,88.58,16891,France
554454,54128A,BLUE PEN,3,2011-10-29 11:00:00,133.02,13931,Italy
554455,42089C,RED MUG,41,2011-10-29 11:30:00,70.05,14270,France
554456,42501B,BLUE PEN,43,2011-10-29 12:00:00,102.87,14702,Australia
554457,65799B,WATER BOTTLE,3,2011-10-29 12:30:00,139.05,18176,Norway
554458,95219A,BLUE PEN,14,2011-10-29 13:00:00,105.82,16863,Portugal
554459,68747A,NOTEBOOK,43,2011-10-29 13:30:00,55.54,18000,Germany
554460,62008A,BLUE PEN,10,2011-10-29 14:00:00,89.75,14480,Australia
554461,77885C,GIFT BAG,6,2011-10-29 14:30:00,146.79,16884,France
554462,87460C,RED MUG,4,2011-10-29 15:00:00,17.44,14516,Germany
554463,23721A,CANDLE,38,2011-10-29 15:30:00,46.5,17914,Italy
554464,74676C,RED MUG,40,2011-10-29 16:00:00,63.82,17229,Italy
554465,11900B,TOY CAR,28,2011-10-29 16:30:00,31.73,15256,France
554466,78527B,PHOTO FRAME,32,2011-10-29 17:00:00,146.07,13619,France
554467,60158C,WATER BOTTLE,42,2011-10-29 17:30:00,145.48,15074,Belgium
554468,37252A,PHOTO FRAME,47,2011-10-29 18:00:00,0.95,15207,Australia
554469,41776A,BLUE PEN,21,2011-10-29 18:30:00,82.31,12514,France
554470,70783A,TOY CAR,42,2011-10-29 19:00:00,138.14,16141,Spain
554471,92302A,GIFT BAG,11,2011-10-29 19:30:00,74.99,14064,France
554472,61529A,PHOTO FRAME,33,2011-10-29 20:00:00,86.22,15039,Italy
554473,53272C,RED MUG,41,2011-10-29 20:30:00,115.84,12870,Spain
554474,29784C,WATER BOTTLE,14,2011-10-29 21:00:00,97.95,16605,Netherlands
554475,60154C,BLUE PEN,34,2011-10-29 21:30:00,35.04,13975,Norway
554476,89536B,TOY CAR,9,2011-10-29 22:00:00,122.47,12991,Germany
554477,97481C,PHOTO FRAME,47,2011-10-29 22:30:00,59.8,12694,France
554478,12748A,WHITE MUG,16,2011-10-29 23:00:00,56.91,15589,United Kingdom
554479,65932B,WATER BOTTLE,41,2011-10-29 23:30:00,32.38,16539,Spain
554480,57632B,GIFT BAG,4,2011-10-30 00:00:00,3.69,14097,Germany
554481,22212C,CLOCK,18,2011-10-30 00:30:00,123.51,12634,Portugal
554482,87045A,RED MUG,22,2011-10-30 01:00:00,86.4,13835,Spain
554483,81231A,PHOTO FRAME,17,2011-10-30 01:30:00,17.7,16808,United Kingdom
554484,19888B,CANDLE,1,2011-10-30 02:00:00,89.73,14964,Spain
554485,57670C,GIFT BAG,33,2011-10-30 02:30:00,77.34,14200,Portugal
554486,63306B,WATER BOTTLE,5,2011-10-30 03:00:00,16.35,12522,Norway
554487,36048C,RED MUG,49,2011-10-30 03:30:00,83.54,17135,Italy
554488,26204C,GIFT BAG,21,2011-10-30 04:00:00,27.53,14390,Germany
554489,12222A,TOY CAR,35,2011-10-30 04:30:00,81.12,13517,Spain
554490,41684C,PHOTO FRAME,15,2011-10-30 05:00:00,122.95,15198,Germany
554491,50463C,BLUE PEN,7,2011-10-30 05:30:00,13.23,12386,Norway
554492,16798B,NOTEBOOK,18,2011-10-30 06:00:00,38.04,16284,Netherlands
554493,98662C,GIFT BAG,43,2011-10-30 06:30:00,95.92,17842,United Kingdom
554494,68730B,CLOCK,24,2011-10-30 07:00:00,80.27,17087,Germany
554495,98118A,NOTEBOOK,22,2011-10-30 07:30:00,106.77,15968,Netherlands
554496,54987B,CLOCK,19,2011-10-30 08:00:00,125.71,13827,Australia
554497,91050B,WATER BOTTLE,1,2011-10-30 08:30:00,144.2,14990,Italy
554498,18610B,RED MUG,14,2011-10-30 09:00:00,86.86,14448,United Kingdom
554499,52755A,WATER BOTTLE,47,2011-10-30 09:30:00,114.24,13202,France
554500,42862B,RED MUG,29,2011-10-30 10:00:00,43.03,14933,Belgium
554501,17883B,BLUE PEN,25,2011-10-30 10:30:00,45.92,18131,Belgium
554502,83962A,NOTEBOOK,23,2011-10-30 11:00:00,104.2,16640,United Kingdom
554503,92639C,PHOTO FRAME,26,2011-10-30 11:30:00,93.86,17915,Australia
554504,60199C,CANDLE,30,2011-10-30 12:00:00,129.72,15196,Australia
554505,56806A,CLOCK,16,2011-10-30 12:30:00,98.09,14771,Italy
554506,34952B,CANDLE,22,2011-10-30 13:00:00,35.03,16709,Germany
554507,39812C,BLUE PEN,41,2011-10-30 13:30:00,94.64,13635,Italy
554508,14769B,PHOTO FRAME,42,2011-10-30 14:00:00,123.21,18182,Germany
554509,80648C,RED MUG,1,2011-10-30 14:30:00,9.52,16328,Netherlands
554510,29048B,RED MUG,13,2011-10-30 15:00:00,66.83,14678,Italy
554511,78206C,WHITE MUG,32,2011-10-30 15:30:00,96.07,13602,Spain
554512,48885C,RED MUG,42,2011-10-30 16:00:00,89.1,12545,Netherlands
554513,65545C,TOY CAR,48,2011-10-30 16:30:00,34.63,13926,United Kingdom
554514,69438B,PHOTO FRAME,44,2011-10-30 17:00:00,149.98,17931,Portugal
554515,41019B,WATER BOTTLE,18,2011-10-30 17:30:00,134.52,15992,Spain
554516,64646B,BLUE PEN,8,2011-10-30 18:00:00,148.24,12801,Netherlands
554517,75396A,TOY CAR,45,2011-10-30 18:30:00,133.81,18066,Italy
554518,72221A,BLUE PEN,18,2011-10-30 19:00:00,132.6,12798,France
554519,89872C,RED MUG,8,2011-10-30 19:30:00,31.11,12382,Australia
554520,75677B,PHOTO FRAME,28,2011-10-30 20:00:00,145.46,17084,Germany
554521,72555B,TOY CAR,8,2011-10-30 20:30:00,62.72,15846,Spain
554522,33326B,RED MUG,42,2011-10-30 21:00:00,111.06,13734,Portugal
554523,23939C,WATER BOTTLE,38,2011-10-30 21:30:00,136.62,14925,Spain
554524,85442B,WHITE MUG,50,2011-10-30 22:00:00,20.35,16243,France
554525,56410C,WATER BOTTLE,33,2011-10-30 22:30:00,67.39,17333,Belgium
554526,23240B,CLOCK,37,2011-10-30 23:00:00,109.81,12665,Norway
554527,62368B,WHITE MUG,9,2011-10-30 23:30:00,79.66,12520,Germany
554528,37267B,GIFT BAG,24,2011-10-31 00:00:00,91.43,15366,Germany
554529,82526A,CLOCK,48,2011-10-31 00:30:00,120.53,13411,Spain
554530,45936B,WATER BOTTLE,35,2011-10-31 01:00:00,11.91,16209,Norway
554531,57580A,TOY CAR,20,2011-10-31 01:30:00,122.9,12525,Norway
554532,85191A,CLOCK,24,2011-10-31 02:00:00,88.42,16675,Portugal
554533,48820A,CANDLE,27,2011-10-31 02:30:00,14.76,12579,Norway
554534,26060A,GIFT BAG,37,2011-10-31 03:00:00,133.17,12654,Portugal
554535,33394B,WHITE MUG,46,2011-10-31 03:30:00,112.64,15246,Germany
554536,20750B,CANDLE,30,2011-10-31 04:00:00,19.59,16842,Netherlands
554537,98088B,BLUE PEN,37,2011-10-31 04:30:00,30.16,12649,Norway
554538,20702B,BLUE PEN,24,2011-10-31 05:00:00,106.04,12745,Italy
554539,27530B,NOTEBOOK,23,2011-10-31 05:30:00,108.0,17167,Portugal
554540,77492A,RED MUG,15,2011-10-31 06:00:00,126.52,14761,Germany
554541,30454A,NOTEBOOK,14,2011-10-31 06:30:00,132.08,15045,Portugal
554542,30206A,GIFT BAG,49,2011-10-31 07:00:00,62.91,15402,Spain
554543,35667B,CLOCK,4,2011-10-31 07:30:00,71.87,17668,France
554544,91073B,NOTEBOOK,9,2011-10-31 08:00:00,84.27,17254,United Kingdom
554545,17703A,NOTEBOOK,21,2011-10-31 08:30:00,24.69,14680,Portugal
554546,92880C,RED MUG,41,2011-10-31 09:00:00,72.15,17985,Netherlands
554547,94869A,CANDLE,5,2011-10-31 09:30:00,147.37,12491,Italy
554548,44188C,WATER BOTTLE,31,2011-10-31 10:00:00,81.63,17973,Spain
554549,50723A,GIFT BAG,40,2011-10-31 10:30:00,18.95,13492,Spain
554550,25396B,PHOTO FRAME,45,2011-10-31 11:00:00,14.75,14903,Netherlands
554551,27114A,CANDLE,2,2011-10-31 11:30:00,80.33,15857,United Kingdom
554552,73843C,GIFT BAG,7,2011-10-31 12:00:00,113.62,12468,Germany
554553,95102B,BLUE PEN,27,2011-10-31 12:30:00,121.27,12869,France
554554,82159B,RED MUG,28,2011-10-31 13:00:00,47.9,17726,Germany
554555,46088A,CANDLE,31,2011-10-31 13:30:00,8.76,14604,United Kingdom
554556,70997A,CANDLE,35,2011-10-31 14:00:00,90.13,12517,France
554557,47794A,WHITE MUG,17,2011-10-31 14:30:00,109.21,12539,Belgium
554558,55863B,WHITE MUG,5,2011-10-31 15:00:00,40.27,15541,United Kingdom
554559,26872A,PHOTO FRAME,22,2011-10-31 15:30:00,33.92,16631,Portugal
554560,19495B,GIFT BAG,44,2011-10-31 16:00:00,123.89,17851,France
554561,62500B,GIFT BAG,25,2011-10-31 16:30:00,147.66,12496,Australia
554562,41428B,WHITE MUG,15,2011-10-31 17:00:00,12.76,15665,Germany
554563,28289A,CLOCK,32,2011-10-31 17:30:00,119.52,16613,Italy
554564,43743C,CANDLE,41,2011-10-31 18:00:00,36.49,17566,Belgium
554565,67836C,RED MUG,35,2011-10-31 18:30:00,56.91,13888,Norway
554566,61086A,CANDLE,42,2011-10-31 19:00:00,64.61,16567,Belgium
554567,70672A,PHOTO FRAME,9,2011-10-31 19:30:00,5.59,14715,Italy
554568,48314C,WHITE MUG,22,2011-10-31 20:00:00,112.03,12965,Spain
554569,55613C,TOY CAR,47,2011-10-31 20:30:00,109.98,13894,Norway
554570,56847C,BLUE PEN,19,2011-10-31 21:00:00,101.27,13498,France
554571,26559B,NOTEBOOK,15,2011-10-31 21:30:00,25.96,14313,Netherlands
554572,53612C,PHOTO FRAME,24,2011-10-31 22:00:00,10.37,13809,Portugal
554573,93061B,GIFT BAG,38,2011-10-31 22:30:00,144.93,14312,Australia
554574,48674B,WHITE MUG,5,2011-10-31 23:00:00,90.04,17691,Norway
554575,12857B,WHITE MUG,35,2011-10-31 23:30:00,149.12,14091,Spain
554576,65384C,PHOTO FRAME,8,2011-11-01 00:00:00,115.31,18107,Germany
554577,84431B,RED MUG,21,2011-11-01 00:30:00,96.37,14319,Australia
554578,73894C,CANDLE,25,2011-11-01 01:00:00,132.21,15776,Portugal
554579,22194C,WATER BOTTLE,22,2011-11-01 01:30:00,50.89,18233,France
554580,70827B,CLOCK,2,2011-11-01 02:00:00,143.1,12962,Portugal
554581,59920C,CANDLE,19,2011-11-01 02:30:00,90.19,14747,Germany
554582,94696A,CLOCK,10,2011-11-01 03:00:00,76.16,17961,Spain
554583,84018C,RED MUG,20,2011-11-01 03:30:00,92.33,13229,Netherlands
554584,49575A,WHITE MUG,34,2011-11-01 04:00:00,98.13,13804,France
554585,54470B,RED MUG,10,2011-11-01 04:30:00,56.35,14663,France
554586,16377A,PHOTO FRAME,39,2011-11-01 05:00:00,72.68,14380,Germany
554587,36187A,NOTEBOOK,13,2011-11-01 05:30:00,117.89,14911,Norway
554588,44031B,WHITE MUG,33,2011-11-01 06:00:00,72.99,14687,France
554589,12903A,WHITE MUG,29,2011-11-01 06:30:00,125.54,12471,Netherlands
554590,67114B,RED MUG,1,2011-11-01 07:00:00,102.71,13105,Spain
554591,21510C,RED MUG,36,2011-11-01 07:30:00,111.99,15324,Germany
554592,99083C,CANDLE,45,2011-11-01 08:00:00,129.66,13556,Spain
554593,10590C,TOY CAR,30,2011-11-01 08:30:00,2.94,13575,Australia
554594,38122A,NOTEBOOK,24,2011-11-01 09:00:00,17.67,17906,Norway
554595,38790B,NOTEBOOK,4,2011-11-01 09:30:00,61.37,14846,Germany
554596,76978C,WHITE MUG,1,2011-11-01 10:00:00,127.21,14429,United Kingdom
554597,48407A,PHOTO FRAME,11,2011-11-01 10:30:00,145.75,15107,Norway
554598,69618A,GIFT BAG,46,2011-11-01 11:00:00,90.55,15108,Portugal
554599,46857C,TOY CAR,16,2011-11-01 11:30:00,51.66,15685,Spain
554600,81229B,GIFT BAG,16,2011-11-01 12:00:00,111.4,17130,France
554601,37799C,WATER BOTTLE,24,2011-11-01 12:30:00,11.4,16980,Italy
554602,38879C,WHITE MUG,4,2011-11-01 13:00:00,56.51,17365,Norway
